<CLOSE>,<COL14>
35011.02,13980729
35373.63,13980730
34999.29,13980801
34628.86,13980804
35075.52,13980806
35476.25,13980808
35387.31,13980811
35624.82,13980812
35392.20,13980813
35120.48,13980814
35164.47,13980818
35164.47,13980819
35173.26,13980820
35468.43,13980821
35436.18,13980822
35184.01,13980825
34371.80,13980826
34650.36,13980827
34720.73,13980828
34888.84,13980829
35004.17,13980902
34974.85,13980903
34974.85,13980904
35460.61,13980905
35639.48,13980906
36252.30,13980909
36517.17,13980910
36416.50,13980911
36973.61,13980912
36973.61,13980913
37212.09,13980916
38065.35,13980917
38487.58,13980918
39068.15,13980919
38856.06,13980920
39601.81,13980923
39635.04,13980924
39904.80,13980925
39944.87,13980926
40319.21,13980927
40634.91,13980930
40561.60,13981001
39902.84,13981002
40847.98,13981003
40941.81,13981004
41990.54,13981007
42238.80,13981008
42917.11,13981009
42850.64,13981010
43603.23,13981011
42046.25,13981014
41184.20,13981015
39326.18,13981017
38765.16,13981018
39540.23,13981021
41164.65,13981022
42310.15,13981023
42448.94,13981024
42404.96,13981025
44015.69,13981028
43532.86,13981029
43806.53,13981030
43328.59,13981101
43480.08,13981102
44468.22,13981105
44535.66,13981106
44391.99,13981107
44998.94,13981108
44992.10,13981112
44828.88,13981113
45582.44,13981114
45691.91,13981115
46243.16,13981116
46955.67,13981119
47425.80,13981120
46282.25,13981121
47664.28,13981123
48272.22,13981126
49436.28,13981127
49436.28,13981128
48997.44,13981129
49373.73,13981130
49670.86,13981203
51297.23,13981204
51227.84,13981205
52428.07,13981206
53381.02,13981207
50982.51,13981210
52939.24,13981211
53220.73,13981212
54800.19,13981213
55763.89,13981214
55231.22,13981217
52793.61,13981219
50772.37,13981220
50772.37,13981221
50772.37,13981224
49823.33,13981225
51256.18,13981226
50701.02,13981227
50596.44,13981228
51839.68,13990105
50419.54,13990106
51471.21,13990109
52938.27,13990110
52710.53,13990111
53612.66,13990116
55246.86,13990117
54167.82,13990118
54762.07,13990119
56342.51,13990120
57660.03,13990123
59541.50,13990124
60180.71,13990125
58986.34,13990126
61105.32,13990127
63051.30,13990130
67483.75,13990131
70880.18,13990201
75091.74,13990202
74327.42,13990203
73611.00,13990206
74672.44,13990207
77484.39,13990208
85829.33,13990209
88886.60,13990210
91844.17,13990213
94748.97,13990214
90821.82,13990215
87487.95,13990216
85884.06,13990217
92665.18,13990220
97264.77,13990221
95820.19,13990222
88103.71,13990223
90700.63,13990224
85989.62,13990227
82733.94,13990228
88486.84,13990229
88570.90,13990230
84394.52,13990231
80259.19,13990303
74656.80,13990306
78413.88,13990307
84313.40,13990310
82872.73,13990311
83334.06,13990312
85767.75,13990313
89071.32,13990317
93983.67,13990318
91824.62,13990319
90852.12,13990320
92810.81,13990321
94210.43,13990324
90791.53,13990325
91469.83,13990326
92673.00,13990327
95320.74,13990331
95966.80,13990401
98089.68,13990402
105633.16,13990403
105308.67,13990404
110740.01,13990407
112377.14,13990408
110038.25,13990409
118261.02,13990410
124883.80,13990411
126905.03,13990414
129219.49,13990415
136170.67,13990416
137000.48,13990417
132667.71,13990418
127287.19,13990421
136989.72,13990422
136288.94,13990423
136101.28,13990424
131426.43,13990425
131112.69,13990428
135707.39,13990429
138956.23,13990430
133421.28,13990431
131309.15,13990501
135335.98,13990504
133148.59,13990505
131106.83,13990506
132582.68,13990507
132648.17,13990508
134446.56,13990511
134312.66,13990512
134887.36,13990513
134943.07,13990514
135295.91,13990515
137208.66,13990519
137150.99,13990520
135748.44,13990521
137466.69,13990522
136069.02,13990525
135116.07,13990526
134571.67,13990527
139348.16,13990528
133124.15,13990529
135803.18,13990601
131112.69,13990602
127540.34,13990603
132896.42,13990604
139499.66,13990605
135930.24,13990610
126810.23,13990611
122999.39,13990612
127721.15,13990615
128314.43,13990616
122868.42,13990617
118015.69,13990618
122520.47,13990619
129191.15,13990622
123815.51,13990623
125890.51,13990624
131024.73,13990625
129440.38,13990626
125606.09,13990629
121080.78,13990630
118924.66,13990631
120840.34,13990701
122833.24,13990702
120730.87,13990705
117279.72,13990706
112729.98,13990707
116863.35,13990708
118508.29,13990709
122444.24,13990712
119662.59,13990713
117576.84,13990714
119976.76,13990715
120045.91,13990716
117875.51,13990719
120950.56,13990720
117332.91,13990721
115581.23,13990722
115257.59,13990723
113918.86,13990727
111931.90,13990728
114115.74,13990729
116417.70,13990730
110528.82,13990803
107736.12,13990805
105988.28,13990806
104078.14,13990807
107634.32,13990810
105700.17,13990811
105548.44,13990812
106609.63,13990814
103731.45,13990817
101682.06,13990818
102032.59,13990819
100683.29,13990820
102105.57,13990821
105308.35,13990824
105655.04,13990825
104242.36,13990826
105041.37,13990827
113088.16,13990828
109725.01,13990901
106678.77,13990902
109402.33,13990903
109285.17,13990904
108877.98,13990905
110748.74,13990908
113630.76,13990909
119079.79,13990910
120948.64,13990911
122173.09,13990912
121845.61,13990915
125225.09,13990916
126317.01,13990917
127211.09,13990918
131801.58,13990919
134512.65,13990922
130120.00,13990923
124612.00,13990925
128678.00,13990926
131272.00,13990929
131115.00,13990930
130833.00,13991001
130154.00,13991002
132427.00,13991003
134067.00,13991006
132707.00,13991007
132498.00,13991008
131514.00,13991009
131198.00,13991010
123573.00,13991013
126235.00,13991014
128137.00,13991015
129798.00,13991016
128751.00,13991017
127013.00,13991020
126990.00,13991021
126077.00,13991022
122419.00,13991023
117915.00,13991024
112241.00,13991027
108496.00,13991029
112563.00,13991030
114818.00,13991101
117559.00,13991104
115077.00,13991105
114201.00,13991106
109591.00,13991107
108567.00,13991108
115183.00,13991111
115113.00,13991112
111684.00,13991113
111113.00,13991114
110905.00,13991115
109241.00,13991118
113125.00,13991119
109048.00,13991120
109731.00,13991121
115317.00,13991125
113889.00,13991126
113425.00,13991127
111106.00,13991128
111111.00,13991129
110008.00,13991202
109123.00,13991203
108404.00,13991204
110648.00,13991205
111303.00,13991206
108319.00,13991209
108132.00,13991210
109686.00,13991211
111198.00,13991212
109223.00,13991213
108736.00,13991216
108898.00,13991217
110739.00,13991218
109073.00,13991219
108385.00,13991220
109030.00,13991223
109082.00,13991224
109025.00,13991225
110242.00,13991226
110307.00,13991227
109701.00,14000107
110007.00,14000108
110505.00,14000110
109470.00,14000111
111996.00,14000114
113380.00,14000115
113079.00,14000116
113005.00,14000117
113013.00,14000118
109840.00,14000121
109608.00,14000122
110173.00,14000123
110873.00,14000124
109232.00,14000125
108189.00,14000128
108833.00,14000129
110302.00,14000130
109071.00,14000131
108300.00,14000201
108177.00,14000204
107953.00,14000205
107652.00,14000206
107793.00,14000207
107922.00,14000208
107053.00,14000211
106960.00,14000212
106030.00,14000213
106321.00,14000215
106000.00,14000218
106000.00,14000219
106120.00,14000220
107103.00,14000221
105900.00,14000222
107339.00,14000225
106856.00,14000226
105513.00,14000227
106481.00,14000228
106066.00,14000229
102943.00,14000301
100066.00,14000302
99221.00,14000303
98167.00,14000304
97100.00,14000305
100184.00,14000308
101927.00,14000309
99823.00,14000310
99069.00,14000311
101167.00,14000312
100539.00,14000317
101034.00,14000318
98143.00,14000319
99000.00,14000322
98377.00,14000323
99000.00,14000324
99000.00,14000325
98098.00,14000326
98235.00,14000329
99175.00,14000330
99738.00,14000331
100816.00,14000401
101755.00,14000402
103125.00,14000405
103491.00,14000406
102626.00,14000407
102972.00,14000408
104605.00,14000409
