<CLOSE>,<COL14>
38482.58,13981009
38765.72,13981010
39643.92,13981011
38098.67,13981014
40609.47,13981015
41976.20,13981017
41156.54,13981018
41979.08,13981021
43401.48,13981022
44701.03,13981023
45534.12,13981024
45476.54,13981025
46749.21,13981028
47197.43,13981029
47224.30,13981030
48272.39,13981101
49652.56,13981102
50791.83,13981105
53181.69,13981106
55648.34,13981107
58428.84,13981108
60764.95,13981112
60811.98,13981113
60192.92,13981114
59028.70,13981115
57063.06,13981116
55370.96,13981119
55372.88,13981120
53586.72,13981121
54926.58,13981123
54623.29,13981126
55210.68,13981127
55905.56,13981128
56085.04,13981129
55765.43,13981130
54924.66,13981203
56874.94,13981204
57895.19,13981205
57809.77,13981206
57497.84,13981207
55846.05,13981210
56053.37,13981211
55979.46,13981212
56869.18,13981213
59189.95,13981214
59162.11,13981217
56531.34,13981219
57160.96,13981220
57934.55,13981221
56591.81,13981224
55279.78,13981225
57094.73,13981226
56770.33,13981227
57941.26,13981228
57586.14,13990105
58388.52,13990106
58843.46,13990109
58944.24,13990110
58674.54,13990111
60643.06,13990116
61320.67,13990117
61160.38,13990118
61588.45,13990119
63500.34,13990120
65059.99,13990123
69114.12,13990124
69668.88,13990125
69126.60,13990126
72075.06,13990127
74649.20,13990130
77524.72,13990131
78615.99,13990201
82873.60,13990202
85334.49,13990203
89358.87,13990206
92825.61,13990207
97631.26,13990208
104480.28,13990209
104160.67,13990210
107518.00,13990213
110140.14,13990214
108013.25,13990215
105583.08,13990216
106032.26,13990217
112478.17,13990220
117143.69,13990221
116040.89,13990222
107286.69,13990223
110000.97,13990224
101905.18,13990227
98418.28,13990228
106977.64,13990229
107726.28,13990230
103743.17,13990231
93381.33,13990303
91999.79,13990306
96780.31,13990307
106818.05,13990310
105252.05,13990311
105393.80,13990312
106967.56,13990313
113913.10,13990317
121427.57,13990318
118925.66,13990319
116584.91,13990320
120972.24,13990321
127561.47,13990324
125037.23,13990325
126056.64,13990326
127377.01,13990327
131056.57,13990331
131493.46,13990401
136270.10,13990402
144202.04,13990403
147493.26,13990404
154794.13,13990407
156580.52,13990408
154900.93,13990409
165085.26,13990410
177211.32,13990411
177871.51,13990414
184706.37,13990415
194803.33,13990416
195715.94,13990417
189182.04,13990418
183725.80,13990421
197609.12,13990422
196706.22,13990423
200424.62,13990424
194308.19,13990425
187356.82,13990428
196871.26,13990429
206696.38,13990430
202531.39,13990431
200084.82,13990501
208841.99,13990504
207434.24,13990505
201036.26,13990506
203987.68,13990507
197531.45,13990508
202609.06,13990511
207560.45,13990512
206405.12,13990513
205133.29,13990514
205774.06,13990515
212074.95,13990519
212482.72,13990520
210133.23,13990521
214958.41,13990522
204657.57,13990525
196055.74,13990526
205735.23,13990527
200511.99,13990528
190492.71,13990529
195745.07,13990601
185793.74,13990602
177172.49,13990603
188007.30,13990604
202414.88,13990605
198783.86,13990610
190288.82,13990611
180085.07,13990612
192240.26,13990615
196191.66,13990616
182958.82,13990617
174434.66,13990618
182085.05,13990619
194851.87,13990622
192609.18,13990623
201385.77,13990624
210405.07,13990625
210958.46,13990626
209647.80,13990629
203890.59,13990630
193308.20,13990631
199706.18,13990701
202162.46,13990702
202278.96,13990705
191473.28,13990706
177570.54,13990707
182560.77,13990708
185405.39,13990709
193531.50,13990712
190269.41,13990713
186774.31,13990714
190220.86,13990715
191123.77,13990716
188949.04,13990719
193512.08,13990720
187929.63,13990721
187784.00,13990722
185987.91,13990723
180444.29,13990727
171075.48,13990728
165580.40,13990729
169327.93,13990730
158483.41,13990803
152172.81,13990805
147153.46,13990806
146551.52,13990807
154153.37,13990810
148541.79,13990811
145085.52,13990812
153269.88,13990814
140677.81,13990817
127852.73,13990818
132134.23,13990819
136027.38,13990820
140580.72,13990821
152017.47,13990824
151687.38,13990825
153464.05,13990826
157862.06,13990827
166706.60,13990828
168308.52,13990901
163813.44,13990902
169920.15,13990903
166182.34,13990904
166094.96,13990905
166658.06,13990908
172085.17,13990909
179298.67,13990910
178492.86,13990911
175842.41,13990912
177735.59,13990915
183094.74,13990916
182813.19,13990917
181453.99,13990918
181987.96,13990919
184162.69,13990922
181920.00,13990923
167240.00,13990925
173130.00,13990926
179760.00,13990929
178630.00,13990930
178330.00,13991001
177100.00,13991002
178220.00,13991003
173310.00,13991006
170500.00,13991007
172560.00,13991008
170500.00,13991009
167690.00,13991010
160680.00,13991013
163500.00,13991014
166020.00,13991015
167280.00,13991016
160520.00,13991017
154570.00,13991020
161460.00,13991021
157700.00,13991022
148440.00,13991023
148980.00,13991024
137920.00,13991027
125790.00,13991029
135880.00,13991030
146070.00,13991101
157390.00,13991104
152820.00,13991105
149650.00,13991106
143940.00,13991107
141820.00,13991108
151450.00,13991111
152630.00,13991112
147960.00,13991113
141940.00,13991114
139870.00,13991115
132780.00,13991118
145020.00,13991119
141130.00,13991120
143110.00,13991121
150420.00,13991125
148520.00,13991126
147120.00,13991127
142880.00,13991128
140280.00,13991129
136170.00,13991202
131440.00,13991203
128280.00,13991204
133540.00,13991205
134860.00,13991206
131090.00,13991209
126160.00,13991210
130420.00,13991211
132990.00,13991212
131140.00,13991213
130820.00,13991216
131990.00,13991217
135170.00,13991218
135310.00,13991219
134310.00,13991220
136750.00,13991223
138450.00,13991224
138450.00,13991225
142570.00,13991226
143010.00,13991227
145170.00,14000107
144500.00,14000108
144180.00,14000110
144530.00,14000111
140400.00,14000114
135250.00,14000115
135890.00,14000116
135420.00,14000117
133700.00,14000118
128630.00,14000121
128410.00,14000122
130100.00,14000123
136250.00,14000124
133990.00,14000125
130420.00,14000128
127460.00,14000129
128350.00,14000130
130490.00,14000131
127940.00,14000201
127460.00,14000204
126040.00,14000205
128120.00,14000206
131690.00,14000207
132310.00,14000208
130470.00,14000211
127880.00,14000212
127510.00,14000213
127730.00,14000215
126550.00,14000218
125020.00,14000219
126170.00,14000220
129850.00,14000221
128640.00,14000222
130950.00,14000225
129810.00,14000226
128610.00,14000227
128760.00,14000228
127570.00,14000229
125760.00,14000301
122000.00,14000302
120430.00,14000303
121880.00,14000304
121320.00,14000305
126280.00,14000308
131090.00,14000309
127810.00,14000310
128070.00,14000311
130210.00,14000312
130530.00,14000317
132300.00,14000318
130070.00,14000319
131040.00,14000322
130640.00,14000323
130240.00,14000324
130110.00,14000325
129750.00,14000326
132400.00,14000329
132340.00,14000330
132690.00,14000331
135130.00,14000401
138170.00,14000402
143080.00,14000405
142480.00,14000406
143030.00,14000407
145610.00,14000408
149080.00,14000409
